run,time,I,Q7,Q6,Q5,Q4,Q3,Q2,Q1,Q0,Vin,sndr
run_0,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.469, 0.864, 0.354, …]","[0.686, 0.683, 0.682, …]","[0.682, 0.679, 0.678, …]","[0.682, 0.679, 0.678, …]","[0.682, 0.679, 0.678, …]","[0.683, 0.680, 0.679, …]","[0.683, 0.680, 0.679, …]","[0.683, 0.680, 0.679, …]","[0.684, 0.681, 0.680, …]","[5.000e-02, 5.000e-02, 5.000e-02, …]",2.607
