run,VVin,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,vin,inl
run_0,1.164705882,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.165, 1.165, 1.165, …]","[0.690, 0.688, 0.686, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.684, 0.682, …]","[0.686, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.683, …]",1.165,-3.333e-07
run_1,1.171764706,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.172, 1.172, 1.172, …]","[0.690, 0.688, 0.686, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.683, …]",1.172,5.833e-07
run_2,1.178823529,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.179, 1.179, 1.179, …]","[0.690, 0.688, 0.686, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.683, …]",1.179,8.333e-08
run_3,1.185882353,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.186, 1.186, 1.186, …]","[0.690, 0.688, 0.686, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.683, …]",1.186,-4.167e-07
run_4,1.192941176,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.193, 1.193, 1.193, …]","[0.690, 0.688, 0.686, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.683, …]",1.193,5.000e-07
