run,time,Vin,Q7,Q6,Q5,Q4,Q3,Q2,Q1,Q0,offset_error,codes_decimal,codes_binary,Vin_samples
run_0,"[1.000e-12, 1.028e-12, 1.083e-12, …]","[0.000, 0.000, 0.000, …]","[0.474, 0.476, 0.482, …]","[0.463, 0.465, 0.471, …]","[0.536, 0.539, 0.545, …]","[0.614, 0.617, 0.622, …]","[0.647, 0.649, 0.653, …]","[0.633, 0.636, 0.641, …]","[0.568, 0.571, 0.577, …]","[0.543, 0.546, 0.552, …]",0.496,"[0.000, 0.000, 0.000, …]","[00000000, 00000000, 00000000, …]","[0.000, 1.000e-03, 2.000e-03, …]"
