run,corner,time,I,Q7,Q6,Q5,Q4,Q3,Q2,Q1,Q0,Vin,sndr
run_0,tt,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.444, 0.844, 0.342, …]","[0.685, 0.682, 0.681, …]","[0.681, 0.678, 0.676, …]","[0.681, 0.678, 0.676, …]","[0.681, 0.678, 0.676, …]","[0.681, 0.678, 0.676, …]","[0.681, 0.678, 0.677, …]","[0.681, 0.678, 0.677, …]","[0.682, 0.679, 0.677, …]","[0.299, 0.299, 0.299, …]",1.950
run_1,ss,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.468, 0.864, 0.354, …]","[0.688, 0.685, 0.684, …]","[0.684, 0.681, 0.680, …]","[0.684, 0.681, 0.680, …]","[0.684, 0.681, 0.680, …]","[0.684, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.681, …]","[0.299, 0.299, 0.299, …]",1.950
run_2,ff,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.416, 0.821, 0.328, …]","[0.683, 0.680, 0.678, …]","[0.678, 0.675, 0.673, …]","[0.678, 0.675, 0.673, …]","[0.678, 0.675, 0.673, …]","[0.678, 0.675, 0.673, …]","[0.678, 0.675, 0.673, …]","[0.678, 0.675, 0.674, …]","[0.679, 0.676, 0.674, …]","[0.299, 0.299, 0.299, …]",1.950
run_3,fs,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.446, 0.849, 0.348, …]","[0.656, 0.653, 0.651, …]","[0.651, 0.648, 0.646, …]","[0.651, 0.648, 0.646, …]","[0.651, 0.648, 0.646, …]","[0.651, 0.648, 0.646, …]","[0.651, 0.648, 0.646, …]","[0.652, 0.648, 0.646, …]","[0.652, 0.649, 0.647, …]","[0.299, 0.299, 0.299, …]",1.950
run_4,sf,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.437, 0.835, 0.334, …]","[0.716, 0.713, 0.712, …]","[0.712, 0.710, 0.708, …]","[0.712, 0.710, 0.708, …]","[0.712, 0.710, 0.708, …]","[0.712, 0.710, 0.708, …]","[0.713, 0.710, 0.708, …]","[0.713, 0.710, 0.709, …]","[0.713, 0.711, 0.709, …]","[0.299, 0.299, 0.299, …]",1.950
