run,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,code,dnl
run_0,"[1.000e-12, 1.028e-12, 1.083e-12, …]","[0.212, 0.212, 0.212, …]","[0.462, 0.464, 0.470, …]","[0.451, 0.453, 0.458, …]","[0.524, 0.526, 0.532, …]","[0.602, 0.605, 0.609, …]","[0.634, 0.636, 0.640, …]","[0.620, 0.623, 0.627, …]","[0.555, 0.557, 0.562, …]","[0.529, 0.532, 0.537, …]","[1.000, 31.000, 32.000, …]","[-2.471e-01, -2.471e-01, 0.255, …]"
