Code,DNL,INL
0,0.6313725155555556,0.0
1,-0.12156856888888945,0.1880853234535805
2,-0.12156867555555517,0.0636484150009083
3,0.003921600000000192,-0.06078860011842953
4,0.003921528888888748,-0.059735339682211515
5,0.0039215999999997475,-0.058682150357105556
6,0.003921528888888748,-0.05762888992088852
7,0.003921600000000636,-0.05657570059578256
8,0.003921599999998859,-0.05552244015956455
9,0.003921528888890746,-0.054469179723349484
10,0.0039215999999997475,-0.053415990398241554
11,0.0039215288888867494,-0.052362729962024526
12,0.0039216355555562465,-0.05130954063692054
13,0.003921493333332249,-0.05025624464514698
14,0.003921600000001746,-0.04920309087559755
15,0.003921528888888748,-0.048149830439378545
16,0.0039216355555562465,-0.047096641114272586
17,0.0039215288888867494,-0.04604334512249903
18,0.0039215999999997475,-0.04499015579739307
19,0.003921528888890746,-0.04393689536117604
20,0.0039215999999997475,-0.04288370603606811
21,0.0039215288888867494,-0.04183044559985107
22,0.003921600000003744,-0.04077725627474709
23,0.003921564444445247,-0.039723995838526115
24,0.00392156444444125,-0.03867077095786363
25,0.003921564444445247,-0.0376175460772051
26,0.003921564444445247,-0.03656432119654261
27,0.0039215999999997475,-0.035511096315880133
28,0.0039215288888867494,-0.0344578358796631
29,0.003921600000003744,-0.03340464655455912
30,0.0039215288888867494,-0.032351386118338134
31,0.003921635555554248,-0.03129819679323415
32,0.003921493333336024,-0.030244900801462568
33,0.003921635555554248,-0.029191747031909188
34,0.003921493333332249,-0.028138451040137603
35,0.003921635555558245,-0.02708529727058817
36,0.003921528888882753,-0.026032001278816587
37,0.003921600000007741,-0.024978811953712605
38,0.003921528888882753,-0.023925551517491626
39,0.003921600000007741,-0.022872362192395534
40,0.00392156444444125,-0.02181910175616666
41,0.00392156444444125,-0.02076587687550418
42,0.0039215999999997475,-0.019712651994849593
43,0.003921528888890746,-0.018659391558636506
44,0.0039215999999997475,-0.017606202233524628
45,0.003921528888890746,-0.01655294179730365
46,0.0039215999999997475,-0.015499752472199663
47,0.003921528888890746,-0.01444649203598658
48,0.003921635555550251,-0.0133933027108747
49,0.00392149333334002,-0.012340006719103118
50,0.003921635555550251,-0.011286852949549736
51,0.003921528888890746,-0.01023355695778605
52,0.0039215999999997475,-0.00918036763267417
53,0.003921528888882753,-0.00812710719645319
54,0.0039215999999997475,-0.007073917871357101
55,0.003921528888898518,-0.006020657435144017
56,0.0039215999999997475,-0.004967468110024242
57,0.00392156444444125,-0.003914207673803263
58,0.00392156444444125,-0.002860982793148676
59,0.0039215999999997475,-0.0018077579124940889
60,0.003921528888890746,-0.0007544974762731095
61,0.0039215999999997475,0.00029869184883876996
62,0.003921528888890746,0.0013519522850518543
63,0.003921635555558245,0.002405141610155839
64,0.00392149333334002,0.003458437601935316
65,0.003921599999991754,0.004511591371496593
66,0.003921528888890746,0.005564851807701782
67,0.003921635555558245,0.006618041132805766
68,0.003921528888882753,0.0076713371245852435
69,0.0039215999999997475,0.008724526449689228
70,0.003921528888882753,0.009777786885902312
71,0.003921600000015513,0.010830976211006297
72,0.003921528888882753,0.011884236647243066
73,0.0039215999999997475,0.01293742597234705
74,0.00392156444444125,0.01399068640856803
75,0.00392156444444125,0.015043911289214722
76,0.0039215999999997475,0.016097136169877204
77,0.003921528888882753,0.017150396606098184
