Code,DNL,INL
0,0.8823529244444446,0.0
1,-0.24705877333333326,0.41507880312019413
2,-0.12156868266666687,0.16524368997866665
3,0.12941181155555515,0.04089866750380514
4,-0.12156871111111067,0.1675341392511657
5,-0.12156856888888945,0.04318908833185987
6,0.003921528888888748,-0.08115582036522381
7,0.12941180444444456,-0.08001063128452933
8,0.12941176888889006,0.04662483335172101
9,-0.12156863999999956,0.17326026243241482
10,-0.12156860444444506,0.048915282624221054
11,0.12941173333333156,-0.07542966162841817
12,0.0039216355555562465,0.05120573189671913
13,-0.12156871111111267,0.052351027644081206
14,-0.12156856888888656,-0.07199402327522758
15,0.12941169777777684,-0.1963389319723083
16,0.12941184000000105,-0.06970357400272557
17,-0.12156867555555806,0.05693192618908129
18,0.0039215999999997475,-0.06741308917467295
19,0.003921528888890746,-0.06626782898286541
20,0.0039215999999997475,-0.06512263990217093
21,0.0039215288888867494,-0.0639773797103634
22,0.12941180444444855,-0.06283219062967287
23,0.003921540740743579,0.06380327400657945
24,-0.12156861629630178,0.06494847493913072
25,0.003921564444445247,-0.059396481165367256
26,0.003921564444445247,-0.058251256529114274
27,0.0039215999999997475,-0.05710603189286524
28,0.0039215288888867494,-0.05596077170106165
29,0.003921600000003744,-0.05481558262036717
30,0.0039215288888867494,-0.05367032242855964
31,0.003921635555554248,-0.05252513334786515
32,0.003921493333336024,-0.05137983760050702
33,0.003921635555554248,-0.05023468407536708
34,0.003921493333332249,-0.049089388328004996
35,0.003921635555558245,-0.04794423480286506
36,0.003921528888882753,-0.04679893905550298
37,0.003921600000007741,-0.0456537499748085
38,0.003921528888882753,-0.04450848978299701
39,0.003921600000007741,-0.043363300702310426
40,0.00392156444444125,-0.04221804051049895
41,0.00392156444444125,-0.041072815874253855
42,0.0039215999999997475,-0.039927591238000874
43,0.003921528888890746,-0.03878233104619729
44,0.0039215999999997475,-0.0376371419655028
45,0.003921528888890746,-0.03649188177369922
46,0.0039215999999997475,-0.035346692693004736
47,0.003921528888890746,-0.03420143250119325
48,0.003921635555550251,-0.03305624342049877
49,0.00392149333334002,-0.031910947673144584
50,0.003921635555550251,-0.030765794148000698
51,0.003921528888890746,-0.02962049840064651
52,0.0039215999999997475,-0.02847530931994413
53,0.003921528888882753,-0.027330049128140545
54,0.0039215999999997475,-0.026184860047453955
55,0.003921528888898518,-0.02503959985565037
56,0.0039215999999997475,-0.02389441077494799
57,0.00392156444444125,-0.02274915058313651
58,0.00392156444444125,-0.021603925946891422
59,0.0039215999999997475,-0.020458701310646334
60,0.003921528888890746,-0.01931344111884275
61,0.0039215999999997475,-0.018168252038148265
62,0.12941173333333533,-0.017022991846336783
63,0.003921635555558245,0.10961240167880248
64,-0.12156871111110479,0.11075769742616456
65,0.003921599999991754,-0.013587353493136334
66,0.003921528888890746,-0.012442093301340643
67,0.003921635555558245,-0.011296904220638263
68,0.003921528888882753,-0.01015160847327618
69,0.0039215999999997475,-0.009006419392589591
70,0.003921528888882753,-0.007861159200786005
71,0.003921600000015513,-0.00671597012009152
72,0.003921528888882753,-0.00557070992828004
73,0.0039215999999997475,-0.004425520847585555
74,0.00392156444444125,-0.003280260655774075
75,0.00392156444444125,-0.002135036019536882
76,0.0039215999999997475,-0.0009898113832838994
77,0.003921528888882753,0.00015544880851179086
78,0.003921564444457015,0.001300637889206276
79,0.00392156444444125,0.0024458625254750485
80,0.00392163555554248,0.0035910871617122414
81,0.00392149333334002,0.004736382909066429
82,0.0039215999999997475,0.005881536434202417
83,0.003921528888882753,0.007026796626013897
84,0.003921635555558245,0.008171985706708382
85,0.003921528888898518,0.009317281454062569
86,0.0039215999999997475,0.010462470534772844
87,0.003921528888882753,0.011607730726568535
88,0.0039215999999997475,0.01275291980726302
89,0.003921528888898518,0.0138981799990745
90,0.003921599999983982,0.015043369079768986
91,0.003921564444457015,0.016188629271564677
92,0.003921564444457015,0.017333853907817658
93,0.0039215999999997475,0.01847907854408643
94,0.003921528888882753,0.01962433873589791
95,0.0039215999999997475,0.020769527816576604
96,0.003921528888882753,0.021914788008388086
97,0.003921635555558245,0.02305997708906678
98,0.003921493333324255,0.02420527283643676
99,0.0039215999999997475,0.025350426361572746
100,0.003921528888882753,0.026495686553368435
101,0.003921635555558245,0.027640875634062922
102,-0.12156866370368546,0.02878617138141711
103,0.003921588148146915,-0.09555883213045667
104,0.12941173333331957,-0.09441358379049802
105,0.0039215999999997475,0.03222180973461756
106,0.003921528888914283,0.03336706992642904
107,0.003921599999968217,0.03451225900713931
108,0.00392156444447278,0.03565751919891921
109,0.003921564444425485,0.03680274383520378
110,0.003921600000015513,0.03794796847142518
111,0.0039215288888669875,0.039093228663252454
112,0.003921600000015513,0.04023841774391536
113,0.003921528888898518,0.04138367793574262
114,0.00392163555554248,0.0425288670164529
115,0.00392149333334002,0.0436741627637913
116,0.0039215999999997475,0.044819316288943076
117,0.003921528888882753,0.04596457648073877
118,0.003921635555558245,0.04710976556143325
119,0.003921528888882753,0.04825506130880323
120,0.0039215999999997475,0.049400250389481926
121,0.003921528888882753,0.050545510581293404
122,0.0039215999999997475,0.0516906996619721
123,0.003921564444457015,0.05283595985378358
124,0.003921564444425485,0.053981184490052354
125,0.003921564444457015,0.05512640912627376
126,-0.12156863999999568,0.05627163376254253
127,0.003921578666648884,-0.06807334604565717
128,0.003921550222233616,-0.06692810718719658
129,0.003921607111095682,-0.0657828967731512
130,0.003921521777786818,-0.0646376294702596
131,0.00392163555557401,-0.06349244750066102
132,0.12941169777776107,-0.062347151753291044
133,0.003921600000015513,0.06428820621628183
134,-0.1215686755555857,0.0654334664081091
135,0.00392163555557401,-0.058911548955680675
136,0.003921540740735585,-0.057766253208294906
137,0.00392158814816268,-0.056621052275763376
138,0.12941173333333533,-0.055475803935788943
139,0.0039215999999997475,0.07115958958935822
140,0.003921742222217972,0.07230484978115391
141,0.003921386666680293,0.07345025219518359
142,-0.12156871111108103,0.07459529905367566
143,0.003921635555495184,-0.04974975186560944
144,0.003921445925912925,-0.048604456118318415
145,0.003921825185203565,-0.047459350000577966
146,0.003921256296299136,-0.04631386462357846
147,0.003921730370380905,-0.04516894813548333
148,0.12941183999999506,-0.044023557573274905
149,0.003921777777792235,0.08261194261851616
150,0.003921066666653816,0.08375738058810435
151,0.003921777777760704,0.08490210744655416
152,-0.12156847407408755,0.08604754541614233
153,0.003921540740735585,-0.03829726846614929
154,0.12941155555559036,-0.03715206753361776
155,0.003921777777760704,0.08948314821380007
