run,VVin,idd,power,avg_power
run_0,1.3,"[1.665e-05, 8.077e-03, 8.996e-03, …]","[2.997e-05, 1.454e-02, 1.619e-02, …]",5.997e-04
run_1,1.4000000000000001,"[1.141e-04, 8.115e-03, 9.015e-03, …]","[2.055e-04, 1.461e-02, 1.623e-02, …]",5.726e-04
run_2,1.5000000000000002,"[1.260e-04, 8.126e-03, 9.027e-03, …]","[2.268e-04, 1.463e-02, 1.625e-02, …]",5.667e-04
run_3,1.6000000000000003,"[1.347e-05, 8.073e-03, 8.992e-03, …]","[2.425e-05, 1.453e-02, 1.619e-02, …]",5.872e-04
run_4,1.7000000000000004,"[1.201e-04, 8.121e-03, 9.022e-03, …]","[2.161e-04, 1.462e-02, 1.624e-02, …]",6.011e-04
run_5,1.8,"[1.324e-04, 8.133e-03, 9.035e-03, …]","[2.383e-04, 1.464e-02, 1.626e-02, …]",6.217e-04
