Index,Vin,Code
0,1.749936,250.0
1,1.749744,250.0
2,1.74942403,250.0
3,1.74897614,250.0
4,1.7484004,250.0
5,1.74769689,250.0
6,1.74686572,250.0
7,1.74590702,250.0
8,1.74482093,250.0
9,1.74360761,250.0
10,1.74226724,250.0
11,1.74080003,249.0
12,1.73920621,249.0
13,1.737486,249.0
14,1.73563967,249.0
15,1.73366749,248.0
16,1.73156977,248.0
17,1.72934681,248.0
18,1.72699896,247.0
19,1.72452657,247.0
20,1.72193,247.0
21,1.71920966,246.0
22,1.71636594,246.0
23,1.71339929,245.0
24,1.71031014,245.0
25,1.70709896,244.0
26,1.70376623,244.0
27,1.70031246,244.0
28,1.69673817,243.0
29,1.69304388,242.0
30,1.68923017,242.0
31,1.68529761,241.0
