Index,Vin,Code
0,1.21561962,174.0
1,1.20591078,173.0
2,1.19615588,171.0
3,1.18635638,170.0
4,1.17651375,168.0
5,1.16662948,168.0
6,1.15670506,166.0
7,1.14674198,164.0
8,1.13674174,163.0
9,1.12670585,162.0
10,1.11663582,160.0
11,1.10653316,160.0
12,1.0963994,157.0
13,1.08623606,156.0
14,1.07604468,154.0
15,1.06582678,153.0
16,1.05558391,151.0
17,1.04531761,150.0
18,1.03502943,148.0
19,1.02472091,147.0
20,1.01439361,145.0
21,1.00404909,144.0
22,0.993688888,142.0
23,0.983314582,141.0
24,0.972927729,139.0
25,0.962529893,138.0
26,0.95212264,136.0
27,0.941707538,135.0
28,0.931286155,133.0
29,0.92086006,132.0
30,0.910430824,130.0
31,0.900000017,129.0
