Index,Vin,Code
0,0.118753226,16.0
1,0.122921707,17.0
2,0.127207214,18.0
3,0.1316091,18.0
4,0.136126703,19.0
5,0.140759343,20.0
6,0.145506321,20.0
7,0.150366923,21.0
8,0.155340418,22.0
9,0.160426055,23.0
10,0.165623069,23.0
11,0.170930678,24.0
12,0.176348082,25.0
13,0.181874466,25.0
14,0.187508996,26.0
15,0.193250825,27.0
16,0.199099087,28.0
17,0.205052903,29.0
18,0.211111376,30.0
19,0.217273592,31.0
20,0.223538624,31.0
21,0.229905529,32.0
22,0.236373348,33.0
23,0.242941107,34.0
24,0.249607816,35.0
25,0.256372471,36.0
26,0.263234055,37.0
27,0.270191533,38.0
28,0.277243859,39.0
29,0.284389968,40.0
30,0.291628787,41.0
31,0.298959224,42.0
