run,VVin,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,vin,inl
run_0,0.109398353,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[0.109, 0.109, 0.109, …]","[0.395, 0.399, 0.404, …]","[0.396, 0.400, 0.406, …]","[0.397, 0.400, 0.406, …]","[0.387, 0.390, 0.395, …]","[0.377, 0.380, 0.386, …]","[0.379, 0.382, 0.388, …]","[0.380, 0.383, 0.388, …]","[0.474, 0.476, 0.480, …]",0.109,-5.589e-01
run_1,0.116457176,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[0.116, 0.116, 0.116, …]","[0.395, 0.399, 0.404, …]","[0.396, 0.400, 0.406, …]","[0.397, 0.400, 0.406, …]","[0.387, 0.390, 0.395, …]","[0.377, 0.380, 0.386, …]","[0.379, 0.382, 0.388, …]","[0.380, 0.383, 0.388, …]","[0.474, 0.476, 0.480, …]",0.116,-5.628e-01
run_2,0.123516,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[0.124, 0.124, 0.124, …]","[0.395, 0.399, 0.404, …]","[0.396, 0.400, 0.406, …]","[0.397, 0.400, 0.406, …]","[0.387, 0.390, 0.395, …]","[0.377, 0.380, 0.386, …]","[0.379, 0.382, 0.388, …]","[0.380, 0.383, 0.388, …]","[0.474, 0.476, 0.480, …]",0.124,-5.667e-01
run_3,0.130574824,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[0.131, 0.131, 0.131, …]","[0.395, 0.399, 0.404, …]","[0.396, 0.400, 0.406, …]","[0.397, 0.400, 0.406, …]","[0.387, 0.390, 0.395, …]","[0.377, 0.380, 0.386, …]","[0.379, 0.382, 0.388, …]","[0.380, 0.383, 0.388, …]","[0.474, 0.476, 0.480, …]",0.131,-5.706e-01
run_4,0.137633647,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[0.138, 0.138, 0.138, …]","[0.395, 0.399, 0.404, …]","[0.396, 0.400, 0.406, …]","[0.397, 0.400, 0.406, …]","[0.387, 0.390, 0.395, …]","[0.377, 0.380, 0.386, …]","[0.379, 0.382, 0.388, …]","[0.380, 0.383, 0.388, …]","[0.474, 0.476, 0.480, …]",0.138,-5.746e-01
