run,VVin,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,vin,inl
run_0,1.094117647,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.094, 1.094, 1.094, …]","[0.690, 0.687, 0.686, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.682, 0.681, …]","[0.685, 0.683, 0.681, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.687, 0.684, 0.682, …]",1.094,4.167e-07
run_1,1.101176471,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.101, 1.101, 1.101, …]","[0.690, 0.687, 0.686, …]","[0.685, 0.683, 0.681, …]","[0.685, 0.683, 0.681, …]","[0.685, 0.683, 0.681, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.687, 0.684, 0.682, …]",1.101,-8.333e-08
run_2,1.108235294,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.108, 1.108, 1.108, …]","[0.690, 0.687, 0.686, …]","[0.685, 0.683, 0.681, …]","[0.685, 0.683, 0.681, …]","[0.685, 0.683, 0.681, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]",1.108,-5.833e-07
run_3,1.115294118,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.115, 1.115, 1.115, …]","[0.690, 0.687, 0.686, …]","[0.685, 0.683, 0.681, …]","[0.685, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]",1.115,3.333e-07
run_4,1.122352941,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.122, 1.122, 1.122, …]","[0.690, 0.687, 0.686, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.681, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.683, 0.682, …]","[0.686, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]",1.122,-1.667e-07
