run,time,I,Q7,Q6,Q5,Q4,Q3,Q2,Q1,Q0,Vin,sndr
run_0,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.446, 0.849, 0.347, …]","[0.656, 0.652, 0.651, …]","[0.651, 0.647, 0.645, …]","[0.651, 0.647, 0.645, …]","[0.651, 0.647, 0.645, …]","[0.651, 0.648, 0.646, …]","[0.651, 0.648, 0.646, …]","[0.652, 0.648, 0.646, …]","[0.652, 0.649, 0.647, …]","[0.299, 0.299, 0.299, …]",2.063
