run,time,I,Q7,Q6,Q5,Q4,Q3,Q2,Q1,Q0,Vin,sndr
run_0,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.442, 0.846, 0.345, …]","[0.659, 0.656, 0.654, …]","[0.654, 0.651, 0.649, …]","[0.654, 0.651, 0.649, …]","[0.654, 0.651, 0.649, …]","[0.655, 0.651, 0.649, …]","[0.655, 0.651, 0.649, …]","[0.655, 0.652, 0.650, …]","[0.655, 0.652, 0.650, …]","[0.900, 0.900, 0.900, …]",2.053
