 1.00000000e-12  9.04056228e+00  3.95517504e-01  3.96298773e-01  3.96450430e-01  3.86434796e-01  3.76774443e-01  3.79261647e-01  3.79407793e-01  4.73859949e-01  5.74719081e-01 
 1.02386392e-12  2.11653023e+00  3.98673073e-01  3.99482882e-01  3.99639766e-01  3.89467713e-01  3.79751217e-01  3.82301928e-01  3.82446565e-01  4.75817753e-01  5.74719081e-01 
 1.07159175e-12  1.45522223e+00  4.04571641e-01  4.05454184e-01  4.05616766e-01  3.95118911e-01  3.85447223e-01  3.88108864e-01  3.88241960e-01  4.79981419e-01  5.74719081e-01 
 1.14211520e-12  1.01267197e+00  4.11102641e-01  4.12105561e-01  4.12269693e-01  4.01315268e-01  3.91884741e-01  3.94693851e-01  3.94826844e-01  4.84789073e-01  5.74719081e-01 
 1.22024532e-12  7.63733570e-01  4.15380142e-01  4.16511858e-01  4.16675975e-01  4.05293635e-01  3.96223027e-01  3.99187020e-01  3.99349994e-01  4.87617712e-01  5.74719081e-01 
 1.35924379e-12  5.18627451e-01  4.18466342e-01  4.19795796e-01  4.19971663e-01  4.07956588e-01  3.99720860e-01  4.02900997e-01  4.03099772e-01  4.89140004e-01  5.74719081e-01 
 1.57504392e-12  3.30389886e-01  4.17871592e-01  4.19414736e-01  4.19633152e-01  4.06950787e-01  3.99886719e-01  4.03290420e-01  4.03500174e-01  4.87199282e-01  5.74719081e-01 
 1.90708349e-12  2.01801867e-01  4.13851210e-01  4.15581999e-01  4.15866939e-01  4.03002765e-01  3.96909098e-01  4.00450684e-01  4.00618141e-01  4.82594810e-01  5.74719080e-01 
 2.54089919e-12  1.04104040e-01  4.06940800e-01  4.08780091e-01  4.09107912e-01  3.97622854e-01  3.91357187e-01  3.94782842e-01  3.94868524e-01  4.76449448e-01  5.74719080e-01 
 3.47538791e-12  5.88913038e-02  4.00439984e-01  4.01953803e-01  4.02215363e-01  3.93630262e-01  3.85986315e-01  3.88819949e-01  3.88881141e-01  4.72216727e-01  5.74719079e-01 
 4.89853613e-12  3.35064583e-02  3.94842876e-01  3.95230970e-01  3.95296021e-01  3.89916780e-01  3.81051108e-01  3.82767146e-01  3.82790989e-01  4.68972476e-01  5.74719077e-01 
 6.43056336e-12  2.70747803e-02  3.91911585e-01  3.91064541e-01  3.90930215e-01  3.87398022e-01  3.78188897e-01  3.78971158e-01  3.78943321e-01  4.67008646e-01  5.74719075e-01 
 8.78310806e-12  1.88942514e-02  3.89894510e-01  3.87876636e-01  3.87570357e-01  3.85370629e-01  3.76055319e-01  3.76071850e-01  3.76088408e-01  4.64942885e-01  5.74719073e-01 
 1.27891355e-11  1.65668511e-02  3.88669567e-01  3.86198071e-01  3.85787504e-01  3.84224893e-01  3.74999020e-01  3.74608265e-01  3.74722923e-01  4.62731081e-01  5.74719068e-01 
 1.81550468e-11  1.22003899e-02  3.88122680e-01  3.86324006e-01  3.85820873e-01  3.84121154e-01  3.75001897e-01  3.74705409e-01  3.74993353e-01  4.60389267e-01  5.74719062e-01 
 2.51084373e-11  1.29668148e-02  3.87787494e-01  3.87274979e-01  3.86607606e-01  3.84455083e-01  3.75469051e-01  3.75460399e-01  3.75961068e-01  4.57703907e-01  5.74719054e-01 
 3.40559695e-11  1.02436093e-02  3.87560617e-01  3.88738718e-01  3.87793053e-01  3.84995342e-01  3.76173235e-01  3.76558100e-01  3.77342070e-01  4.54213706e-01  5.74719044e-01 
 4.41090037e-11  1.23023422e-02  3.87439280e-01  3.90485288e-01  3.89146394e-01  3.85648682e-01  3.77092620e-01  3.77904299e-01  3.78987490e-01  4.50443512e-01  5.74719032e-01 
 5.97305998e-11  1.07845003e-02  3.87392950e-01  3.93289863e-01  3.91285058e-01  3.86712525e-01  3.78586097e-01  3.80061656e-01  3.81610584e-01  4.44525034e-01  5.74719015e-01 
 7.77869142e-11  1.36270723e-02  3.87956385e-01  3.96634915e-01  3.93839536e-01  3.88056347e-01  3.80468805e-01  3.82680044e-01  3.84736226e-01  4.37931638e-01  5.74718994e-01 
 1.00000000e-10  1.22044801e-02  3.89617393e-01  4.00874396e-01  3.97095918e-01  3.89840494e-01  3.82883323e-01  3.86009244e-01  3.88667775e-01  4.30088500e-01  5.74718969e-01 
 1.00428633e-10  6.40713750e-03  3.89776093e-01  4.01050939e-01  3.97250486e-01  3.89985596e-01  3.83034595e-01  3.86170975e-01  3.88839388e-01  4.30328560e-01  5.74718969e-01 
 1.01285900e-10  4.13972063e-03  3.90098615e-01  4.01394443e-01  3.97547330e-01  3.90261869e-01  3.83313499e-01  3.86472384e-01  3.89162704e-01  4.30697535e-01  5.74718968e-01 
 1.03000433e-10  4.23522653e-03  3.90763417e-01  4.02067257e-01  3.98124241e-01  3.90749588e-01  3.83842943e-01  3.87055300e-01  3.89792873e-01  4.31317039e-01  5.74718966e-01 
 1.06408439e-10  3.80805936e-03  3.92069118e-01  4.03353839e-01  3.99238877e-01  3.91635356e-01  3.84849180e-01  3.88188343e-01  3.91015044e-01  4.32540066e-01  5.74718962e-01 
 1.13224451e-10  4.10058226e-03  3.94600533e-01  4.05818172e-01  4.01398403e-01  3.93379752e-01  3.86795365e-01  3.90399194e-01  3.93397828e-01  4.34920221e-01  5.74718954e-01 
 1.26856476e-10  3.58538389e-03  3.99549469e-01  4.10606229e-01  4.05616843e-01  3.96777275e-01  3.90604189e-01  3.94730975e-01  3.98071193e-01  4.39574731e-01  5.74718939e-01 
 1.54120526e-10  3.61730276e-03  4.09207218e-01  4.19885582e-01  4.13796726e-01  4.03347224e-01  3.97960838e-01  4.03124012e-01  4.07137388e-01  4.48600835e-01  5.74718908e-01 
 1.91583738e-10  3.01531638e-03  4.22114457e-01  4.32148349e-01  4.24570334e-01  4.11935649e-01  4.07602912e-01  4.14170151e-01  4.19109814e-01  4.60526597e-01  5.74718865e-01 
 2.40007892e-10  3.05966524e-03  4.38209571e-01  4.47287268e-01  4.37796477e-01  4.22397401e-01  4.19367539e-01  4.27723120e-01  4.33855632e-01  4.75185787e-01  5.74718810e-01 
 3.08875894e-10  2.47889463e-03  4.59573989e-01  4.67571966e-01  4.55387377e-01  4.36131511e-01  4.34883975e-01  4.45737745e-01  4.53565175e-01  4.94762869e-01  5.74718732e-01 
 4.35747478e-10  2.38563206e-03  4.93629289e-01  5.01527908e-01  4.84449845e-01  4.58301219e-01  4.60138231e-01  4.75475234e-01  4.86412073e-01  5.27292718e-01  5.74718588e-01 
 6.66718714e-10  1.52761226e-03  5.43943859e-01  5.53654491e-01  5.27908885e-01  4.90237890e-01  4.97014833e-01  5.19958586e-01  5.36430264e-01  5.76551588e-01  5.74718327e-01 
 9.58446045e-10  1.42209223e-03  5.92888838e-01  6.04648558e-01  5.68832154e-01  5.20293971e-01  5.31519423e-01  5.62121809e-01  5.84831624e-01  6.23497786e-01  5.74717996e-01 
 1.38652247e-09  8.64977088e-04  6.43498823e-01  6.55654751e-01  6.08851013e-01  5.52960174e-01  5.66470763e-01  6.03600584e-01  6.32739948e-01  6.68509926e-01  5.74717510e-01 
 1.89573169e-09  1.12927053e-03  6.87610586e-01  6.89871526e-01  6.32715252e-01  5.74652162e-01  5.86834545e-01  6.27406316e-01  6.62631908e-01  6.94645322e-01  5.74716933e-01 
 2.65337438e-09  7.05616893e-04  8.09137234e-01  7.69141270e-01  6.55057171e-01  5.85931782e-01  5.95338108e-01  6.52031070e-01  7.23832020e-01  7.44472328e-01  5.74716074e-01 
 3.53324802e-09  8.82713286e-04  1.09404539e+00  9.76370974e-01  7.32328220e-01  5.91873662e-01  6.14688194e-01  7.43332465e-01  9.00030923e-01  8.99833147e-01  5.74715077e-01 
 4.46161615e-09  4.57254117e-04  1.43716378e+00  1.27044237e+00  9.07586110e-01  5.95685113e-01  6.62135943e-01  9.43994535e-01  1.18203525e+00  1.17014601e+00  5.74714024e-01 
 5.30618389e-09  7.24612763e-04  1.64204639e+00  1.49435800e+00  1.11976305e+00  5.99672560e-01  7.12650997e-01  1.18426570e+00  1.43056469e+00  1.42293175e+00  5.74713067e-01 
 6.21409858e-09  3.46008598e-04  1.75813298e+00  1.65371579e+00  1.30223469e+00  5.59978731e-01  7.41959712e-01  1.39989354e+00  1.61331501e+00  1.61516147e+00  5.74712037e-01 
