Index,Vin,Code
0,0.306380188,43.0
1,0.313890536,44.0
2,0.321489151,45.0
3,0.329174887,46.0
4,0.336946587,47.0
5,0.344803081,48.0
6,0.352743186,49.0
7,0.360765705,51.0
8,0.368869431,52.0
9,0.377053144,53.0
10,0.38531561,54.0
11,0.393655586,55.0
12,0.402071816,56.0
13,0.410563031,58.0
14,0.419127954,59.0
15,0.427765295,60.0
16,0.436473752,61.0
17,0.445252015,63.0
18,0.454098761,63.0
19,0.463012658,65.0
20,0.471992364,66.0
21,0.481036526,67.0
22,0.490143783,69.0
23,0.499312762,70.0
24,0.508542084,71.0
25,0.517830357,73.0
26,0.527176184,74.0
27,0.536578157,75.0
28,0.54603486,77.0
29,0.555544868,78.0
30,0.565106751,79.0
31,0.574719067,81.0
