Index,Vin,Code
0,1.5083712,213.0
1,1.51561002,214.0
2,1.52275613,215.0
3,1.52980846,216.0
4,1.53676593,217.0
5,1.54362752,218.0
6,1.55039217,219.0
7,1.55705888,220.0
8,1.56362664,221.0
9,1.57009446,222.0
10,1.57646137,223.0
11,1.5827264,223.0
12,1.58888861,225.0
13,1.59494709,226.0
14,1.6009009,227.0
15,1.60674917,227.0
16,1.61249099,228.0
17,1.61812553,229.0
18,1.62365191,230.0
19,1.62906931,231.0
20,1.63437692,231.0
21,1.63957394,232.0
22,1.64465957,233.0
23,1.64963307,234.0
24,1.65449367,234.0
25,1.65924065,235.0
26,1.66387329,235.0
27,1.66839089,236.0
28,1.67279278,237.0
29,1.67707829,237.0
30,1.68124677,238.0
31,1.6852976,239.0
