Index,Vin,Code
0,0.910430807,129.0
1,0.920860043,130.0
2,0.931286138,131.0
3,0.941707521,133.0
4,0.952122623,134.0
5,0.962529876,135.0
6,0.972927712,137.0
7,0.983314565,139.0
8,0.993688871,140.0
9,1.00404907,142.0
10,1.0143936,143.0
11,1.0247209,145.0
12,1.03502941,146.0
13,1.0453176,147.0
14,1.0555839,149.0
15,1.06582677,151.0
16,1.07604466,151.0
17,1.08623604,153.0
18,1.09639938,155.0
19,1.10653314,156.0
20,1.1166358,158.0
21,1.12670583,159.0
22,1.13674172,161.0
23,1.14674196,162.0
24,1.15670504,163.0
25,1.16662947,165.0
26,1.17651373,166.0
27,1.18635636,167.0
28,1.19615586,169.0
29,1.20591077,170.0
30,1.2156196,171.0
31,1.2252809,173.0
