Index,Vin,Code
0,0.291628799,41.0
1,0.28438998,40.0
2,0.27724387,39.0
3,0.270191545,38.0
4,0.263234066,37.0
5,0.256372483,36.0
6,0.249607827,35.0
7,0.242941117,34.0
8,0.236373359,33.0
9,0.22990554,32.0
10,0.223538635,32.0
11,0.217273602,31.0
12,0.211111386,30.0
13,0.205052913,29.0
14,0.199099097,28.0
15,0.193250834,27.0
16,0.187509005,26.0
17,0.181874475,26.0
18,0.176348091,25.0
19,0.170930687,24.0
20,0.165623078,23.0
21,0.160426063,22.0
22,0.155340426,22.0
23,0.150366931,21.0
24,0.145506329,20.0
25,0.14075935,20.0
26,0.13612671,19.0
27,0.131609107,18.0
28,0.127207221,18.0
29,0.122921714,17.0
30,0.118753233,16.0
31,0.114702404,16.0
