run,corner,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,code,dnl
run_0,tt,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.341, 1.341, 1.341, …]","[0.691, 0.688, 0.687, …]","[0.687, 0.684, 0.683, …]","[0.687, 0.684, 0.683, …]","[0.687, 0.684, 0.683, …]","[0.687, 0.684, 0.683, …]","[0.687, 0.684, 0.683, …]","[0.687, 0.684, 0.683, …]","[0.688, 0.685, 0.683, …]","[1.000, 191.000, 192.000, …]","[3.921e-03, 0.255, -4.980e-01, …]"
run_1,ss,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.341, 1.341, 1.341, …]","[0.693, 0.691, 0.689, …]","[0.690, 0.687, 0.686, …]","[0.690, 0.687, 0.686, …]","[0.690, 0.687, 0.686, …]","[0.690, 0.687, 0.686, …]","[0.690, 0.687, 0.686, …]","[0.690, 0.687, 0.686, …]","[0.690, 0.688, 0.686, …]","[1.000, 191.000, 192.000, …]","[3.921e-03, 0.506, -7.490e-01, …]"
run_2,ff,"[1.000e-12, 1.027e-12, 1.082e-12, …]","[1.341, 1.341, 1.341, …]","[0.690, 0.687, 0.685, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.680, …]","[0.685, 0.682, 0.681, …]","[1.000, 191.000, 192.000, …]","[3.921e-03, 3.922e-03, -2.471e-01, …]"
run_3,fs,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.341, 1.341, 1.341, …]","[0.661, 0.658, 0.656, …]","[0.656, 0.653, 0.651, …]","[0.656, 0.653, 0.651, …]","[0.656, 0.653, 0.651, …]","[0.656, 0.653, 0.651, …]","[0.656, 0.653, 0.651, …]","[0.656, 0.653, 0.651, …]","[0.657, 0.654, 0.652, …]","[1.000, 191.000, 192.000, …]","[3.921e-03, 0.255, -4.980e-01, …]"
run_4,sf,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.341, 1.341, 1.341, …]","[0.724, 0.721, 0.720, …]","[0.720, 0.717, 0.715, …]","[0.720, 0.717, 0.715, …]","[0.720, 0.717, 0.715, …]","[0.720, 0.717, 0.715, …]","[0.720, 0.717, 0.716, …]","[0.720, 0.717, 0.716, …]","[0.720, 0.718, 0.716, …]","[1.000, 191.000, 192.000, …]","[3.921e-03, 0.255, -4.980e-01, …]"
