run,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,code,dnl
run_0,"[1.000e-12, 1.028e-12, 1.083e-12, …]","[0.671, 0.671, 0.671, …]","[0.471, 0.473, 0.479, …]","[0.460, 0.462, 0.468, …]","[0.534, 0.537, 0.542, …]","[0.613, 0.616, 0.621, …]","[0.646, 0.648, 0.653, …]","[0.632, 0.635, 0.639, …]","[0.565, 0.568, 0.574, …]","[0.540, 0.543, 0.549, …]","[1.000, 97.000, 98.000, …]","[-2.471e-01, 3.921e-03, 3.922e-03, …]"
