 1.00000000e-12  1.02352941e+00  6.89641326e-01  6.85006958e-01  6.85018834e-01  6.85042537e-01  6.85695565e-01  6.85789363e-01  6.85973954e-01  6.86331627e-01 
 1.02800000e-12  1.02352941e+00  6.86844788e-01  6.82105176e-01  6.82117314e-01  6.82141540e-01  6.82812290e-01  6.82908151e-01  6.83096773e-01  6.83462161e-01 
 1.08400000e-12  1.02352941e+00  6.85359786e-01  6.80439418e-01  6.80452032e-01  6.80477208e-01  6.81181998e-01  6.81281604e-01  6.81477556e-01  6.81856994e-01 
 1.19600000e-12  1.02352941e+00  6.90264198e-01  6.85088001e-01  6.85101530e-01  6.85128527e-01  6.85894469e-01  6.86001249e-01  6.86211204e-01  6.86617361e-01 
 1.42000000e-12  1.02352941e+00  6.95619077e-01  6.90155990e-01  6.90170961e-01  6.90200831e-01  6.91064342e-01  6.91182393e-01  6.91414211e-01  6.91861574e-01 
 1.69559665e-12  1.02352941e+00  6.97817182e-01  6.92213620e-01  6.92229535e-01  6.92261287e-01  6.93205299e-01  6.93330691e-01  6.93576606e-01  6.94050027e-01 
 2.24678993e-12  1.02352941e+00  6.98988097e-01  6.93287352e-01  6.93303684e-01  6.93336260e-01  6.94359974e-01  6.94488551e-01  6.94740436e-01  6.95224353e-01 
 3.13607230e-12  1.02352941e+00  6.99269560e-01  6.93542424e-01  6.93558564e-01  6.93590757e-01  6.94641017e-01  6.94768092e-01  6.95017026e-01  6.95495232e-01 
 4.38432540e-12  1.02352941e+00  6.99785625e-01  6.94139834e-01  6.94155910e-01  6.94187975e-01  6.95217490e-01  6.95344061e-01  6.95592020e-01  6.96068383e-01 
 6.29259976e-12  1.02352941e+00  7.00123883e-01  6.94655998e-01  6.94672040e-01  6.94704038e-01  6.95684427e-01  6.95810716e-01  6.96058133e-01  6.96533490e-01 
 9.35862623e-12  1.02352941e+00  7.00845023e-01  6.95648961e-01  6.95664974e-01  6.95696913e-01  6.96597244e-01  6.96723278e-01  6.96970203e-01  6.97444655e-01 
 1.35800737e-11  1.02352941e+00  7.01682692e-01  6.96857746e-01  6.96873703e-01  6.96905532e-01  6.97696400e-01  6.97821967e-01  6.98067994e-01  6.98540795e-01 
 1.98895316e-11  1.02352941e+00  7.03125378e-01  6.98832505e-01  6.98848400e-01  6.98880105e-01  6.99507365e-01  6.99632399e-01  6.99877399e-01  7.00348310e-01 
 3.25084476e-11  1.02352941e+00  7.05803474e-01  7.02593624e-01  7.02609392e-01  7.02640847e-01  7.02942155e-01  7.03066121e-01  7.03309064e-01  7.03776210e-01 
 5.77462796e-11  1.02352941e+00  7.11556590e-01  7.10338536e-01  7.10354124e-01  7.10385223e-01  7.10032188e-01  7.10154602e-01  7.10394571e-01  7.10856287e-01 
 1.00000000e-10  1.02352941e+00  7.27191085e-01  7.23516317e-01  7.23531711e-01  7.23562421e-01  7.22191950e-01  7.22312646e-01  7.22549364e-01  7.23005217e-01 
 1.05047566e-10  1.02352941e+00  7.30579247e-01  7.25285045e-01  7.25300428e-01  7.25331117e-01  7.23855737e-01  7.23976329e-01  7.24212854e-01  7.24668364e-01 
 1.15142699e-10  1.02352941e+00  7.37485214e-01  7.28718842e-01  7.28734201e-01  7.28764841e-01  7.27083809e-01  7.27204178e-01  7.27440291e-01  7.27895073e-01 
 1.35332965e-10  1.02352941e+00  7.50993687e-01  7.35232058e-01  7.35247377e-01  7.35277938e-01  7.33187855e-01  7.33307853e-01  7.33543284e-01  7.33996871e-01 
 1.75713496e-10  1.02352941e+00  7.76423030e-01  7.46884530e-01  7.46899795e-01  7.46930248e-01  7.44053678e-01  7.44173167e-01  7.44407663e-01  7.44859654e-01 
