run,VVin,idd,power,avg_power
run_0,0.0,"[7.222e-05, 3.855e-03, 4.201e-03, …]","[1.300e-04, 6.940e-03, 7.561e-03, …]",4.617e-04
run_1,0.1,"[7.824e-05, 3.855e-03, 4.200e-03, …]","[1.408e-04, 6.939e-03, 7.559e-03, …]",4.814e-04
run_2,0.2,"[7.825e-05, 3.855e-03, 4.200e-03, …]","[1.409e-04, 6.939e-03, 7.559e-03, …]",4.854e-04
run_3,0.30000000000000004,"[7.826e-05, 3.855e-03, 4.200e-03, …]","[1.409e-04, 6.939e-03, 7.559e-03, …]",4.810e-04
run_4,0.4,"[6.459e-05, 3.857e-03, 4.198e-03, …]","[1.163e-04, 6.943e-03, 7.557e-03, …]",4.852e-04
