run,VVin,idd,power,avg_power
run_0,0.5,"[1.084e-04, 6.646e-03, 7.467e-03, …]","[1.951e-04, 1.196e-02, 1.344e-02, …]",5.511e-04
run_1,0.6,"[1.031e-04, 6.642e-03, 7.464e-03, …]","[1.856e-04, 1.196e-02, 1.344e-02, …]",5.463e-04
run_2,0.7,"[1.018e-04, 6.640e-03, 7.463e-03, …]","[1.832e-04, 1.195e-02, 1.343e-02, …]",5.449e-04
run_3,0.7999999999999999,"[2.155e-05, 6.595e-03, 7.433e-03, …]","[3.878e-05, 1.187e-02, 1.338e-02, …]",5.448e-04
run_4,0.8999999999999999,"[1.682e-05, 6.596e-03, 7.435e-03, …]","[3.027e-05, 1.187e-02, 1.338e-02, …]",5.437e-04
run_5,0.9,"[1.682e-05, 6.596e-03, 7.435e-03, …]","[3.027e-05, 1.187e-02, 1.338e-02, …]",5.437e-04
