run,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,code,dnl
run_0,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[0.139, 0.139, 0.139, …]","[0.684, 0.681, 0.679, …]","[0.679, 0.676, 0.675, …]","[0.679, 0.676, 0.675, …]","[0.679, 0.676, 0.675, …]","[0.680, 0.677, 0.675, …]","[0.680, 0.677, 0.675, …]","[0.680, 0.677, 0.676, …]","[0.681, 0.678, 0.676, …]","[1.000, 20.000, 21.000, …]","[-7.490e-01, 3.922e-03, 3.921e-03, …]"
