run,VVin,idd,power,avg_power
run_0,1.3,"[0.281, 0.109, 6.127e-02, …]","[0.505, 0.196, 0.110, …]",9.258e-04
run_1,1.4000000000000001,"[0.281, 0.109, 6.132e-02, …]","[0.505, 0.196, 0.110, …]",9.249e-04
run_2,1.5000000000000002,"[0.281, 0.109, 6.136e-02, …]","[0.505, 0.196, 0.110, …]",9.392e-04
run_3,1.6000000000000003,"[0.280, 0.109, 6.141e-02, …]","[0.505, 0.196, 0.111, …]",9.218e-04
run_4,1.7000000000000004,"[0.280, 0.109, 6.146e-02, …]","[0.505, 0.196, 0.111, …]",9.020e-04
run_5,1.8,"[0.280, 0.109, 6.150e-02, …]","[0.504, 0.196, 0.111, …]",9.225e-04
