 5.00000000e-12  2.81500326e-01 
 5.13282405e-12  1.08489685e-01 
 5.39847214e-12  6.05248163e-02 
 5.92976834e-12  2.29441330e-02 
 6.99236072e-12  9.39884709e-05 
 8.87183544e-12  8.86937095e-04 
 1.19274885e-11 -1.49263806e-03 
 1.74093989e-11  9.05511303e-04 
 2.80309695e-11 -1.34916319e-03 
 4.14295757e-11  1.04743939e-03 
 6.55508970e-11 -1.14601853e-03 
 9.46148302e-11  1.19668091e-03 
 1.46570276e-10 -1.00564030e-03 
 2.07694441e-10  1.21342223e-03 
 3.28808111e-10 -1.07772227e-03 
 4.63648192e-10  1.13974142e-03 
 5.00000000e-10 -1.09555666e-03 
 5.04393282e-10  4.70313231e-06 
 5.13179847e-10  1.77770886e-05 
 5.30752976e-10  3.29590540e-06 
 5.65899233e-10  1.50795543e-05 
 6.36191749e-10 -8.93306615e-07 
 7.76776781e-10  9.56869472e-06 
 1.05794684e-09 -5.95426313e-06 
 1.62028697e-09  6.96147661e-06 
 2.73151165e-09 -6.35205715e-06 
 3.88810351e-09  6.89366346e-06 
 6.20128724e-09 -6.51590408e-06 
 1.00775008e-08  6.74462121e-06 
 1.46164013e-08 -6.63481445e-06 
 2.36942024e-08  6.68291159e-06 
 3.45336283e-08 -6.67059421e-06 
 5.15044761e-08  6.67495210e-06 
 7.44352474e-08 -6.67218792e-06 
 1.20296790e-07  6.67522203e-06 
 2.12019875e-07 -6.67236225e-06 
 3.95466046e-07  6.67521746e-06 
 5.00000000e-07 -6.67251626e-06 
 5.36689234e-07  1.40981714e-09 
 6.10067702e-07  1.29375517e-09 
 7.56824639e-07  1.35080958e-09 
 1.00050000e-06  1.20674031e-09 
 1.00055000e-06 -7.28548056e-06 
 1.00065000e-06 -9.37013894e-06 
 1.00085000e-06 -2.90468317e-05 
 1.00100000e-06 -3.76421606e-04 
 1.00103412e-06 -3.36161882e-04 
 1.00110237e-06 -2.76815707e-04 
 1.00123886e-06 -1.89251989e-04 
 1.00151185e-06 -9.19476513e-05 
 1.00198248e-06 -3.56540399e-05 
