run,corner,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,code,dnl
run_0,tt,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.200, 1.200, 1.200, …]","[0.691, 0.688, 0.686, …]","[0.686, 0.684, 0.682, …]","[0.686, 0.684, 0.682, …]","[0.686, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.682, …]","[0.687, 0.684, 0.683, …]","[1.000, 171.000, 172.000, …]","[3.921e-03, 3.922e-03, -2.471e-01, …]"
run_1,ss,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.200, 1.200, 1.200, …]","[0.693, 0.690, 0.689, …]","[0.689, 0.686, 0.685, …]","[0.689, 0.686, 0.685, …]","[0.689, 0.686, 0.685, …]","[0.689, 0.687, 0.685, …]","[0.689, 0.687, 0.685, …]","[0.690, 0.687, 0.685, …]","[0.690, 0.687, 0.686, …]","[1.000, 171.000, 172.000, …]","[3.921e-03, 3.922e-03, -2.471e-01, …]"
run_2,ff,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.200, 1.200, 1.200, …]","[0.689, 0.686, 0.684, …]","[0.684, 0.681, 0.679, …]","[0.684, 0.681, 0.679, …]","[0.684, 0.681, 0.679, …]","[0.684, 0.681, 0.679, …]","[0.684, 0.681, 0.679, …]","[0.684, 0.681, 0.680, …]","[0.685, 0.682, 0.680, …]","[1.000, 171.000, 172.000, …]","[3.921e-03, 3.922e-03, -2.471e-01, …]"
run_3,fs,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.200, 1.200, 1.200, …]","[0.660, 0.657, 0.655, …]","[0.656, 0.652, 0.650, …]","[0.656, 0.652, 0.650, …]","[0.656, 0.652, 0.651, …]","[0.656, 0.653, 0.651, …]","[0.656, 0.653, 0.651, …]","[0.656, 0.653, 0.651, …]","[0.656, 0.653, 0.651, …]","[1.000, 171.000, 172.000, …]","[3.921e-03, 3.922e-03, -2.471e-01, …]"
run_4,sf,"[1.000e-12, 1.028e-12, 1.084e-12, …]","[1.200, 1.200, 1.200, …]","[0.723, 0.720, 0.719, …]","[0.719, 0.716, 0.715, …]","[0.719, 0.716, 0.715, …]","[0.719, 0.716, 0.715, …]","[0.719, 0.716, 0.715, …]","[0.719, 0.716, 0.715, …]","[0.719, 0.717, 0.715, …]","[0.720, 0.717, 0.715, …]","[1.000, 171.000, 172.000, …]","[3.921e-03, 3.922e-03, -2.471e-01, …]"
