run,time,VVin,VQ7,VQ6,VQ5,VQ4,VQ3,VQ2,VQ1,VQ0,code,dnl
run_0,"[1.000e-12, 1.028e-12, 1.083e-12, …]","[0.242, 0.242, 0.242, …]","[0.471, 0.473, 0.479, …]","[0.460, 0.462, 0.468, …]","[0.535, 0.538, 0.543, …]","[0.615, 0.618, 0.623, …]","[0.649, 0.651, 0.655, …]","[0.634, 0.637, 0.641, …]","[0.566, 0.569, 0.575, …]","[0.540, 0.543, 0.549, …]","[1.000, 33.000, 30.000, …]","[-2.623e+00, -3.217e+00, 1.362, …]"
