run,time,Vin,Q7,Q6,Q5,Q4,Q3,Q2,Q1,Q0,offset_error,codes_decimal,codes_binary,Vin_samples
run_0,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[5.000e-03, 5.000e-03, 5.000e-03, …]","[0.400, 0.403, 0.410, …]","[0.401, 0.404, 0.411, …]","[0.401, 0.405, 0.411, …]","[0.391, 0.395, 0.400, …]","[0.382, 0.385, 0.391, …]","[0.384, 0.387, 0.393, …]","[0.384, 0.387, 0.393, …]","[0.479, 0.481, 0.485, …]",1.064,"[0.000, 0.000, 0.000, …]","[00000000, 00000000, 00000000, …]","[5.000e-03, 6.000e-03, 7.000e-03, …]"
