run,time,I,Q7,Q6,Q5,Q4,Q3,Q2,Q1,Q0,Vin,sndr
run_0,"[1.000e-12, 1.024e-12, 1.072e-12, …]","[9.040, 2.116, 1.455, …]","[0.396, 0.399, 0.405, …]","[0.396, 0.399, 0.405, …]","[0.396, 0.400, 0.406, …]","[0.386, 0.389, 0.395, …]","[0.377, 0.380, 0.385, …]","[0.379, 0.382, 0.388, …]","[0.379, 0.382, 0.388, …]","[0.474, 0.476, 0.480, …]","[1.685, 1.685, 1.685, …]",2.353
