VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
1.05882353,150,1.05882353,1,0.007058820000000132,0.003921066666685347
1.06058824,150,1.06588235,151,0.007058829999999849,0.00392248888886737
1.06235294,150,1.07294118,152,0.007058820000000132,0.003921066666685347
1.06411765,150,1.08,153,0.005294119999999847,-0.2470584888889107
1.06588235,151,1.08529412,154,0.008823530000000135,0.2549020444444636
1.06764706,151,1.09411765,155,,
1.06941176,151,,,,
1.07117647,151,,,,
1.07294118,152,,,,
1.07470588,152,,,,
1.07647059,152,,,,
1.07823529,152,,,,
1.08,153,,,,
1.08176471,153,,,,
1.08352941,153,,,,
1.08529412,154,,,,
1.08705882,154,,,,
1.08882353,154,,,,
1.09058824,154,,,,
1.09235294,154,,,,
1.09411765,155,,,,
