VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
0.282352941,40,0.282352941,1,0.007058823999999964,0.003921635555550251
0.284117647,40,0.289411765,41,0.007058822999999992,0.003921493333332249
0.285882353,40,0.296470588,42,0.007058824000000019,0.003921635555558245
0.287647059,40,0.303529412,43,0.007058822999999992,0.003921493333332249
0.289411765,41,0.310588235,44,0.007058824000000019,0.003921635555558245
0.291176471,41,0.317647059,45,,
0.292941176,41,,,,
0.294705882,41,,,,
0.296470588,42,,,,
0.298235294,42,,,,
0.3,42,,,,
0.301764706,42,,,,
0.303529412,43,,,,
0.305294118,43,,,,
0.307058824,43,,,,
0.308823529,43,,,,
0.310588235,44,,,,
0.312352941,44,,,,
0.314117647,44,,,,
0.315882353,44,,,,
0.317647059,45,,,,
