VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
1.02352941,145,1.02352941,1,0.005294119999999847,-0.2470584888889107
1.02529412,145,1.02882353,146,0.008823530000000135,0.2549020444444636
1.02705882,145,1.03764706,147,0.005294119999999847,-0.2470584888889107
1.02882353,146,1.04294118,148,0.007058820000000132,0.003921066666685347
1.03058824,146,1.05,149,0.008823529999999913,0.2549020444444321
1.03235294,146,1.05882353,150,,
1.03411765,146,,,,
1.03588235,146,,,,
1.03764706,147,,,,
1.03941176,147,,,,
1.04117647,147,,,,
1.04294118,148,,,,
1.04470588,148,,,,
1.04647059,148,,,,
1.04823529,148,,,,
1.05,149,,,,
1.05176471,149,,,,
1.05352941,149,,,,
1.05529412,149,,,,
1.05705882,149,,,,
1.05882353,150,,,,
