VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
1.58823529,225,1.58823529,1,0.005294119999999847,-0.2470584888889107
1.59,225,1.59352941,226,0.0070588300000000714,0.003922488888899123
1.59176471,225,1.60058824,227,0.00705881999999991,0.003921066666653816
1.59352941,226,1.60764706,228,0.007058820000000132,0.003921066666685347
1.59529412,226,1.61470588,229,0.0070588300000000714,0.003922488888899123
1.59705882,226,1.62176471,230,,
1.59882353,226,,,,
1.60058824,227,,,,
1.60235294,227,,,,
1.60411765,227,,,,
1.60588235,227,,,,
1.60764706,228,,,,
1.60941176,228,,,,
1.61117647,228,,,,
1.61294118,228,,,,
1.61470588,229,,,,
1.61647059,229,,,,
1.61823529,229,,,,
1.62,229,,,,
1.62176471,230,,,,
1.62352941,230,,,,
