VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
0.847058824,120,0.847058824,1,0.007058823000000047,0.00392149333334002
0.848823529,120,0.854117647,121,0.007058824000000019,0.003921635555558245
0.850588235,120,0.861176471,122,0.007058822999999936,0.003921493333324255
0.852352941,120,0.868235294,123,0.007058824000000019,0.003921635555558245
0.854117647,121,0.875294118,124,0.007058822999999936,0.003921493333324255
0.855882353,121,0.882352941,125,,
0.857647059,121,,,,
0.859411765,121,,,,
0.861176471,122,,,,
0.862941176,122,,,,
0.864705882,122,,,,
0.866470588,122,,,,
0.868235294,123,,,,
0.87,123,,,,
0.871764706,123,,,,
0.873529412,123,,,,
0.875294118,124,,,,
0.877058824,124,,,,
0.878823529,124,,,,
0.880588235,124,,,,
0.882352941,125,,,,
