VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
1.55294118,220,1.55294118,1,0.0052941100000001295,-0.2470599111110927
1.55470588,220,1.55823529,221,0.008823529999999913,0.2549020444444321
1.55647059,220,1.56705882,222,0.0070588300000000714,0.003922488888899123
1.55823529,221,1.57411765,223,0.00705881999999991,0.003921066666653816
1.56,221,1.58117647,224,0.005294120000000069,-0.24705848888887916
1.56176471,221,1.58647059,225,,
1.56352941,221,,,,
1.56529412,221,,,,
1.56705882,222,,,,
1.56882353,222,,,,
1.57058824,222,,,,
1.57235294,222,,,,
1.57411765,223,,,,
1.57588235,223,,,,
1.57764706,223,,,,
1.57941176,223,,,,
1.58117647,224,,,,
1.58294118,224,,,,
1.58470588,224,,,,
1.58647059,225,,,,
1.58823529,225,,,,
