VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
0.988235294,140,0.988235294,1,0.005294118000000014,-0.24705877333333137
0.99,140,0.993529412,141,0.00882352799999997,0.25490175999999565
0.991764706,140,1.00235294,142,0.007058820000000132,0.003921066666685347
0.993529412,141,1.00941176,143,0.005294119999999847,-0.2470584888889107
0.995294118,141,1.01470588,144,0.0070588300000000714,0.003922488888899123
0.997058824,141,1.02176471,145,,
0.998823529,141,,,,
1.00058824,141,,,,
1.00235294,142,,,,
1.00411765,142,,,,
1.00588235,142,,,,
1.00764706,142,,,,
1.00941176,143,,,,
1.01117647,143,,,,
1.01294118,143,,,,
1.01470588,144,,,,
1.01647059,144,,,,
1.01823529,144,,,,
1.02,144,,,,
1.02176471,145,,,,
1.02352941,145,,,,
