VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
1.34117647,190,1.34117647,1,0.007058820000000132,0.003921066666685347
1.34294118,190,1.34823529,191,0.007058829999999849,0.00392248888886737
1.34470588,190,1.35529412,192,0.005294120000000069,-0.24705848888887916
1.34647059,190,1.36058824,193,0.00705881999999991,0.003921066666653816
1.34823529,191,1.36764706,194,0.008823530000000135,0.2549020444444636
1.35,191,1.37647059,195,,
1.35176471,191,,,,
1.35352941,191,,,,
1.35529412,192,,,,
1.35705882,192,,,,
1.35882353,192,,,,
1.36058824,193,,,,
1.36235294,193,,,,
1.36411765,193,,,,
1.36588235,193,,,,
1.36764706,194,,,,
1.36941176,194,,,,
1.37117647,194,,,,
1.37294118,194,,,,
1.37470588,194,,,,
1.37647059,195,,,,
