VIN_samples,Code_samples,Transition_voltages,Code_transitions,Bin_widths,DNL
0.458823529,65,0.458823529,1,0.007058824000000019,0.003921635555558245
0.460588235,65,0.465882353,66,0.007058822999999992,0.003921493333332249
0.462352941,65,0.472941176,67,0.007058823999999964,0.003921635555550251
0.464117647,65,0.48,68,0.007058824000000019,0.003921635555558245
0.465882353,66,0.487058824,69,0.007058822999999992,0.003921493333332249
0.467647059,66,0.494117647,70,,
0.469411765,66,,,,
0.47117647,66,,,,
0.472941176,67,,,,
0.474705882,67,,,,
0.476470588,67,,,,
0.478235294,67,,,,
0.48,68,,,,
0.481764706,68,,,,
0.483529412,68,,,,
0.485294118,68,,,,
0.487058824,69,,,,
0.488823529,69,,,,
0.490588235,69,,,,
0.492352941,69,,,,
0.494117647,70,,,,
