run,time,Vin,Q7,Q6,Q5,Q4,Q3,Q2,Q1,Q0,offset_error,codes_decimal,codes_binary,Vin_samples
run_0,"[1.000e-12, 1.027e-12, 1.081e-12, …]","[0.000, 0.000, 0.000, …]","[0.467, 0.470, 0.475, …]","[0.456, 0.458, 0.463, …]","[0.528, 0.530, 0.535, …]","[0.604, 0.607, 0.611, …]","[0.636, 0.638, 0.641, …]","[0.623, 0.625, 0.629, …]","[0.558, 0.561, 0.566, …]","[0.534, 0.536, 0.542, …]",0.638,"[0.000, 0.000, 0.000, …]","[00000000, 00000000, 00000000, …]","[0.000, 1.000e-03, 2.000e-03, …]"
