run,time,I,Q7,Q6,Q5,Q4,Q3,Q2,Q1,Q0,Vin,sndr
run_0,"[1.000e-12, 1.027e-12, 1.080e-12, …]","[1.458, 0.868, 0.365, …]","[0.695, 0.692, 0.690, …]","[0.691, 0.688, 0.686, …]","[0.691, 0.688, 0.686, …]","[0.691, 0.688, 0.686, …]","[0.691, 0.688, 0.687, …]","[0.691, 0.688, 0.687, …]","[0.691, 0.689, 0.687, …]","[0.692, 0.689, 0.687, …]","[1.750, 1.750, 1.750, …]",2.618
