 0.00000000e+00  1.07295600e-04 
 1.00000000e-12  6.54032305e-03 
 2.00000000e-12  7.29894415e-03 
 4.00000000e-12  7.51732428e-03 
 8.00000000e-12  7.18322045e-03 
 1.60000000e-11  7.31270637e-03 
 3.20000000e-11  7.22979893e-03 
 6.40000000e-11  9.14771267e-03 
 1.00000000e-10  1.13415712e-02 
 1.01502794e-10  4.16332268e-03 
 1.04508383e-10  2.65164576e-03 
 1.10519560e-10  3.75447237e-03 
 1.22541915e-10  2.64704507e-03 
 1.46586625e-10  3.30625784e-03 
 1.94676044e-10  2.10577148e-03 
 2.90854882e-10  2.51920442e-03 
 4.60260451e-10  1.38052147e-03 
 7.25632451e-10  1.86627481e-03 
 1.08501170e-09  7.56075603e-04 
 1.56332025e-09  1.41728902e-03 
 2.16618115e-09  5.35433350e-04 
 2.84279327e-09  1.34266546e-03 
 3.60704998e-09  4.86706852e-04 
 4.49820422e-09  1.26791433e-03 
 5.32030787e-09  1.47955770e-04 
 6.12292773e-09  8.83824679e-04 
 6.91807796e-09 -6.51388078e-05 
 7.77894438e-09  7.84511619e-04 
 8.81862994e-09 -1.45413284e-04 
 9.85244627e-09  7.16134554e-04 
 1.08754181e-08 -2.56908235e-04 
 1.20452387e-08  5.46675766e-04 
 1.32442692e-08 -3.25211711e-04 
 1.45183345e-08  5.64733961e-04 
 1.63346647e-08 -2.75614329e-04 
 1.76344842e-08  5.10228285e-04 
 1.90336436e-08 -3.32251807e-04 
 2.03181960e-08  5.11980108e-04 
 2.19510315e-08 -3.35277069e-04 
 2.36690919e-08  5.16338837e-04 
 2.65876303e-08 -3.34065934e-04 
 2.95362484e-08  5.18675473e-04 
 3.24283281e-08 -3.33444358e-04 
 3.64814145e-08  5.19395261e-04 
 4.15929878e-08 -3.33468530e-04 
 4.90461569e-08  5.19340533e-04 
 5.72908759e-08 -3.33704614e-04 
 6.83800780e-08  5.18894709e-04 
 8.03734590e-08 -3.34434468e-04 
 9.63988581e-08  5.18304001e-04 
 1.16497775e-07 -3.34788045e-04 
 1.45106885e-07  5.18022808e-04 
 1.82138341e-07 -3.35644642e-04 
 2.37664411e-07  5.15193871e-04 
 2.50100000e-07 -3.38552422e-04 
 2.50110000e-07 -7.81496817e-03 
 2.50130000e-07 -8.42446616e-03 
 2.50170000e-07 -7.24768889e-03 
 2.50200000e-07 -6.74090550e-03 
 2.50200520e-07 -9.85935848e-04 
 2.50201559e-07  9.38930474e-04 
 2.50203638e-07 -1.27287316e-04 
 2.50207796e-07  3.84533390e-04 
 2.50216111e-07  4.06922187e-05 
 2.50232742e-07  4.42778587e-04 
 2.50266003e-07  1.78133176e-04 
 2.50332526e-07  4.73441262e-04 
 2.50438521e-07  2.02519142e-04 
 2.50622555e-07  4.91051346e-04 
 2.50828068e-07  2.43680226e-04 
 2.51160333e-07  6.30179313e-04 
 2.51620901e-07  3.71611544e-04 
 2.52169799e-07  5.75391410e-04 
 2.52776804e-07  5.86000185e-05 
 2.53433104e-07  3.13451464e-04 
 2.54296477e-07  4.59710202e-06 
 2.55098864e-07  3.23200417e-04 
 2.55965878e-07 -3.25980538e-05 
 2.56789125e-07  2.60225417e-04 
 2.57723166e-07 -4.49766887e-05 
 2.58637716e-07  2.55056036e-04 
 2.60328405e-07 -5.55128168e-05 
 2.61851707e-07  2.40058237e-04 
 2.64601396e-07 -6.29182129e-05 
 2.68150638e-07  2.37237500e-04 
 2.73091687e-07 -6.33725894e-05 
 2.82882532e-07  2.35857858e-04 
 3.02464222e-07 -6.57296439e-05 
 3.40475522e-07  2.31045574e-04 
 4.16498122e-07 -7.48399181e-05 
 5.00000000e-07  2.20118889e-04 
 5.00010000e-07  3.69637067e-03 
 5.00030000e-07  3.63527229e-03 
 5.00070000e-07  4.66151019e-03 
 5.00100000e-07  5.31792146e-03 
 5.00104315e-07  1.49509716e-03 
 5.00112946e-07  1.08067428e-03 
 5.00130207e-07  1.31165848e-03 
 5.00164729e-07  8.74926591e-04 
 5.00233773e-07  1.05961587e-03 
 5.00371862e-07  6.27707397e-04 
 5.00573441e-07  8.61647274e-04 
 5.00954163e-07  4.98551634e-04 
 5.01537262e-07  5.07500474e-04 
 5.02098745e-07  5.88900179e-05 
 5.02770305e-07  3.86711732e-04 
 5.03487659e-07  2.92117617e-05 
 5.04289975e-07  2.88421756e-04 
 5.05133785e-07 -5.95448374e-05 
 5.05939136e-07  2.57726897e-04 
 5.06976993e-07 -6.78212375e-05 
 5.08040997e-07  2.54968999e-04 
 5.09904851e-07 -6.45677121e-05 
 5.12258720e-07  2.75973320e-04 
 5.14440216e-07 -4.56458365e-05 
 5.16826531e-07  2.53995681e-04 
 5.19024813e-07 -7.34382039e-05 
 5.21611007e-07  2.34765803e-04 
 5.24396038e-07 -9.09553643e-05 
 5.29345571e-07  2.30065501e-04 
 5.36258551e-07 -9.26303050e-05 
 5.47486546e-07  2.29529631e-04 
 5.67948864e-07 -9.38199341e-05 
 5.99796064e-07  2.27914860e-04 
 6.63490464e-07 -9.61536003e-05 
